TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
CSED3;11,73;;-214,85;10,97;1,21;45,08;9,49;-1,23;27,83;34,64;6,81;2,68;2,64;-32,07;-1,40;0,78;-5,10;-0,56;7,26;0,11;0,89;0,46;;;18.705.622,72;1,07;-0,05;;4.478.774.875,20
CSMG3;15,17;19,69;7,07;0,89;0,49;44,99;23,96;15,28;4,51;6,83;2,32;0,46;1,08;9,36;-0,59;1,44;12,65;6,94;9,69;0,55;0,45;0,45;6,86;;40.614.428,76;16,98;2,15;0,86;5.768.439.056,73
CSNA3;35,61;0,02;13,02;4,39;0,78;36,39;19,01;12,62;8,65;12,42;3,77;1,91;1,64;5,71;-1,25;1,59;33,72;6,02;10,94;0,18;0,82;0,48;14,52;;659.053.828,55;8,11;2,73;0,12;49.409.731.313,67
CSRN3;15,05;2,13;7,40;1,90;0,55;22,91;16,75;12,24;5,40;8,62;3,19;1,12;0,91;7,25;-0,70;1,52;25,73;7,41;13,09;0,29;0,71;0,61;9,71;12,94;10.536,18;7,91;2,03;0,29;2.542.928.854,55
CSRN5;15,40;2,29;7,57;1,95;0,56;22,91;16,75;12,24;5,53;8,62;3,19;1,12;0,93;7,42;-0,72;1,52;25,73;7,41;13,09;0,29;0,71;0,61;9,71;12,94;10.786,00;7,91;2,03;0,30;2.542.928.854,55
CSRN6;15,50;2,28;7,62;1,96;0,56;22,91;16,75;12,24;5,57;8,62;3,19;1,12;0,93;7,46;-0,72;1,52;25,73;7,41;13,09;0,29;0,71;0,61;9,71;12,94;9.691,08;7,91;2,03;0,30;2.542.928.854,55
CTCA3;0,00;;0,00;0,00;0,00;65,58;28,66;19,87;0,00;-1,35;-1,35;-0,20;0,00;0,00;0,00;2,86;10,41;7,84;7,86;0,75;0,25;0,39;26,66;30,12;;1,86;0,19;0,00;0,00
CTKA3;27,49;;1,26;-0,85;0,34;39,59;27,74;37,10;1,69;6,15;4,73;;0,47;1,44;-0,87;1,62;-67,24;26,65;20,91;-0,40;1,40;0,72;0,27;;17.692,80;-32,37;21,77;0,00;143.504.214,81
CTKA4;19,35;;0,89;-0,60;0,24;39,59;27,74;37,10;1,19;6,15;4,73;;0,33;1,02;-0,61;1,62;-67,24;26,65;20,91;-0,40;1,40;0,72;0,27;;44.487,22;-32,37;21,77;0,00;143.504.214,81
CTNM3;11,39;;-1,60;0,42;0,08;30,47;-1,66;-12,13;-11,66;-51,42;-43,22;1,55;0,19;2,76;-0,13;1,09;-26,15;-5,17;-3,60;0,20;0,64;0,43;-5,30;;8.109,04;27,26;-7,13;0,01;245.429.808,40
CTNM4;5,20;;-0,73;0,19;0,04;30,47;-1,66;-12,13;-5,32;-51,42;-43,22;1,55;0,09;1,26;-0,06;1,09;-26,15;-5,17;-3,60;0,20;0,64;0,43;-5,30;;97.172,24;27,26;-7,13;0,00;245.429.808,40
CTSA3;2,79;1,09;-19.407,79;1,09;0,49;18,14;4,42;0,00;15,60;26,65;11,06;0,77;0,69;15,57;-0,89;1,07;-0,01;0,00;2,79;0,45;0,55;0,71;2,57;61,71;231.319,45;2,56;0,00;194,03;310.524.572,70
CTSA4;1,95;1,56;-13.564,58;0,76;0,34;18,14;4,42;0,00;10,90;26,65;11,06;0,77;0,48;10,88;-0,63;1,07;-0,01;0,00;2,79;0,45;0,55;0,71;2,57;61,71;128.235,21;2,56;0,00;135,61;310.524.572,70
CTSA8;0,00;;0,00;0,00;0,00;18,14;4,42;0,00;0,00;26,65;11,06;0,77;0,00;0,00;0,00;1,07;-0,01;0,00;2,79;0,45;0,55;0,71;2,57;61,71;;2,56;0,00;0,00;310.524.572,70
CURY3;9,25;;16.788,83;4.202,83;1.641,53;37,42;19,66;14,05;11.998,14;11.997,45;-0,69;-0,24;2.358,60;3.597,51;-9.239,68;2,25;25,03;9,78;21,63;0,39;0,61;0,70;;;7.170.902,15;0,00;0,00;-168,03;2.699.844.564,00
CVCB3;18,55;;-2,19;-11,24;0,74;81,82;-155,58;-207,35;-2,92;-3,20;-0,28;;4,55;-3,10;-2,54;0,75;-512,04;-33,62;-93,72;-0,07;1,06;0,16;19,77;-20,22;115.393.602,55;-1,65;-8,45;0,00;3.731.838.135,90
CYRE3;24,92;7,29;5,66;1,72;0,87;32,70;57,66;46,04;4,52;4,91;0,39;0,15;2,61;2,52;-1,85;2,88;30,37;15,40;20,53;0,51;0,49;0,33;-2,51;25,27;185.893.414,24;14,50;4,40;0,02;9.961.590.551,08
DASA3;153,50;0,19;-489,42;20,87;5,53;24,94;2,37;-2,14;443,14;466,10;22,96;1,08;10,48;61,62;-8,08;1,40;-4,26;-1,13;1,07;0,27;0,73;0,53;20,30;;197.006,76;7,36;-0,31;2,22;73.804.911.853,00
DIRR3;12,81;6,32;17,38;1,47;0,39;34,82;14,75;7,53;8,88;9,53;0,65;0,11;1,31;0,94;-0,81;4,66;8,44;2,22;7,89;0,26;0,74;0,29;-0,89;-0,79;16.880.756,03;8,74;0,74;1,39;1.965.037.974,69
DMMO3;0,91;;-0,68;-0,32;0,80;-13,98;-72,90;-111,20;-1,04;-0,82;0,22;;0,76;-1,03;-1,75;0,41;-47,51;-117,06;31,33;-2,46;3,46;1,05;-15,03;;9.249.970,97;-2,82;-1,34;0,08;280.233.275,14
DMVF3;9,50;;3.908,35;0,57;0,33;32,35;0,66;0,01;72,32;61,03;-11,29;-0,09;0,48;2,91;-0,49;1,52;0,01;0,01;-1,16;0,57;0,43;0,69;;;2.405.761,39;16,52;0,00;-2,24;480.726.999,00
DOHL3;28,00;1,48;60,37;3,51;2,77;26,62;2,86;7,32;154,49;114,44;-4,76;-0,11;4,42;6,83;-5,40;5,83;5,82;4,58;-1,16;0,79;0,21;0,63;4,74;-5,49;18.738,19;7,97;0,46;0,28;1.634.162.904,75
DOHL4;5,15;8,82;11,10;0,65;0,51;26,62;2,86;7,32;28,42;114,44;-4,76;-0,11;0,81;1,26;-0,99;5,83;5,82;4,58;-1,16;0,79;0,21;0,63;4,74;-5,49;64.113,12;7,97;0,46;0,05;1.634.162.904,75
DTCY3;9,84;;-48,42;18,22;4,02;32,90;-3,27;-12,55;-185,64;-224,88;1,06;-0,10;6,08;-21,35;-5,55;0,59;-37,64;-8,30;-6,59;0,22;0,78;0,66;-1,40;;53.217,82;0,54;-0,20;-1,63;133.306.886,84
DTCY4;62,60;;-308,05;115,94;25,58;32,90;-3,27;-12,55;-1.181,03;-224,88;1,06;-0,10;38,66;-135,80;-35,30;0,59;-37,64;-8,30;-6,59;0,22;0,78;0,66;-1,40;;;0,54;-0,20;-10,35;133.306.886,84
DTEX3;19,60;3,82;29,88;2,61;1,18;31,50;11,43;7,72;20,18;22,38;2,20;0,28;2,31;7,50;-1,86;1,75;8,75;3,95;7,04;0,45;0,55;0,51;8,21;18,81;70.398.975,18;7,50;0,66;2,51;13.558.976.219,60
EALT3;16,28;0,34;17,45;2,04;0,83;24,31;10,30;8,21;13,91;11,19;2,76;0,40;1,43;12,59;-1,51;1,17;11,69;4,75;7,32;0,41;0,59;0,58;11,80;20,01;253.322,36;7,98;0,93;0,92;222.097.500,00
EALT4;4,97;1,21;5,33;0,62;0,25;24,31;10,30;8,21;4,25;11,19;2,76;0,40;0,44;3,84;-0,46;1,17;11,69;4,75;7,32;0,41;0,59;0,58;11,80;20,01;264.851,85;7,98;0,93;0,28;222.097.500,00
ECOR3;11,58;;-15,26;115,16;0,58;41,08;21,64;-10,60;7,47;15,61;8,13;125,34;1,62;-8,42;-0,69;0,69;-754,68;-3,82;4,31;0,01;0,99;0,36;7,89;;43.717.492,76;0,10;-0,76;-0,12;6.469.735.346,40
ECPR3;77,00;;-2,41;1,04;0,55;;;;-2,83;-2,78;0,02;-0,01;;94,03;-0,55;2,94;-43,42;-22,74;-37,09;0,52;0,48;0,00;;;7.733,00;73,72;-32,01;0,01;144.522.337,24
ECPR4;74,96;;-2,34;1,02;0,53;;;;-2,76;-2,78;0,02;-0,01;;91,54;-0,54;2,94;-43,42;-22,74;-37,09;0,52;0,48;0,00;;;10.030,67;73,72;-32,01;0,01;144.522.337,24
EEEL3;547,50;3,61;13,80;1,97;0,93;59,99;46,83;26,56;7,82;7,97;0,13;0,03;3,66;5,56;-1,28;2,63;14,25;6,77;16,60;0,48;0,52;0,25;10,14;;110.251,00;278,37;39,68;1,48;5.297.585.775,00
EEEL4;600,00;3,62;15,12;2,16;1,02;59,99;46,83;26,56;8,57;7,97;0,13;0,03;4,02;6,10;-1,40;2,63;14,25;6,77;16,60;0,48;0,52;0,25;10,14;;60.000,00;278,37;39,68;1,62;5.297.585.775,00
EGIE3;42,24;4,08;12,32;4,45;0,98;44,57;45,43;22,82;6,19;8,38;2,19;1,58;2,81;14,65;-1,26;1,44;36,13;7,95;19,10;0,22;0,78;0,35;13,49;13,25;85.833.568,70;9,49;3,43;0,58;34.464.787.737,60
EKTR3;38,99;1,63;12,76;2,53;0,81;19,42;13,90;8,66;7,95;9,66;3,24;1,03;1,11;74,07;-1,23;1,03;19,85;6,38;10,24;0,32;0,68;0,74;4,01;9,79;3.766,33;15,39;3,06;0,65;6.098.832.935,38
EKTR4;24,70;2,83;8,08;1,60;0,52;19,42;13,90;8,66;5,04;9,66;3,24;1,03;0,70;46,92;-0,78;1,03;19,85;6,38;10,24;0,32;0,68;0,74;4,01;9,79;37.778,05;15,39;3,06;0,41;6.098.832.935,38
ELEK3;19,11;;24,46;2,66;1,07;11,39;2,82;2,53;21,94;38,76;5,75;0,70;0,62;3,75;-2,60;1,94;10,87;4,36;4,38;0,40;0,60;1,72;1,48;;11.501,50;7,19;0,78;-0,35;905.051.916,30
ELEK4;36,99;;47,34;5,15;2,07;11,39;2,82;2,53;42,48;38,76;5,75;0,70;1,20;7,26;-5,02;1,94;10,87;4,36;4,38;0,40;0,60;1,72;1,48;;52.244,08;7,19;0,78;-0,68;905.051.916,30
ELET3;33,22;9,21;6,48;0,69;0,29;78,47;42,21;24,50;3,76;6,36;2,58;0,47;1,59;2,39;-0,39;1,88;10,60;4,43;9,96;0,42;0,58;0,18;-1,65;;299.998.484,21;48,35;5,13;-0,10;52.343.955.481,40
ELET5;71,23;6,14;13,89;1,47;0,62;78,47;42,21;24,50;8,07;6,36;2,58;0,47;3,40;5,12;-0,83;1,88;10,60;4,43;9,96;0,42;0,58;0,18;-1,65;;90.563,13;48,35;5,13;-0,22;52.343.955.481,40
ELET6;34,02;9,90;6,64;0,70;0,29;78,47;42,21;24,50;3,85;6,36;2,58;0,47;1,63;2,45;-0,40;1,88;10,60;4,43;9,96;0,42;0,58;0,18;-1,65;;147.842.063,67;48,35;5,13;-0,11;52.343.955.481,40
ELMD3;15,00;;-50,78;30,85;7,00;43,26;-14,19;-14,95;-53,47;-55,51;-2,04;1,17;7,59;252,60;-11,02;1,08;-60,75;-13,78;-32,90;0,23;0,76;0,92;;;14.874.387,13;0,49;-0,30;;2.032.954.980,00
ELPL3;8,41;;1,69;0,62;0,05;13,07;13,07;6,33;0,82;2,52;1,70;1,27;0,11;-2,61;-0,07;0,92;36,34;3,24;19,30;0,09;0,91;0,51;2,54;57,52;;13,67;4,97;0,06;1.660.696.309,42
EMAE3;25,35;27,50;4,72;1,30;0,55;46,20;32,01;44,39;6,54;8,75;-3,16;-0,63;2,09;3,04;-0,97;1,71;27,62;11,60;8,99;0,42;0,58;0,26;17,64;27,12;;19,45;5,37;0,04;1.705.059.798,10
EMAE4;59,90;12,80;11,15;3,08;1,29;46,20;32,01;44,39;15,46;8,75;-3,16;-0,63;4,95;7,18;-2,28;1,71;27,62;11,60;8,99;0,42;0,58;0,26;17,64;27,12;317.080,39;19,45;5,37;0,10;1.705.059.798,10
EMBR3;14,51;;-2,97;0,70;0,20;12,25;-8,56;-18,41;-6,39;-11,79;-5,40;0,59;0,55;0,56;-0,47;2,53;-23,68;-6,60;-5,12;0,28;0,72;0,36;-0,66;;219.470.628,73;20,63;-4,88;-0,02;10.744.147.788,44
ENAT3;15,90;7,19;12,21;1,44;0,92;33,40;33,74;29,77;10,77;6,90;-3,87;-0,52;3,63;2,88;-1,64;3,72;11,79;7,56;9,01;0,64;0,36;0,25;17,18;2,03;37.454.951,55;11,04;1,30;0,27;4.226.329.789,50
ENBR3;19,55;2,38;7,87;1,05;0,39;24,10;18,78;10,06;4,22;6,40;2,18;0,55;0,79;-20,11;-0,52;0,93;13,40;4,98;10,67;0,37;0,63;0,49;7,87;4,03;62.769.807,97;18,55;2,49;0,62;11.863.925.202,70
ENEV3;16,52;;20,74;2,64;1,29;46,19;34,43;31,07;18,71;23,32;4,61;0,65;6,44;11,21;-1,57;2,75;12,71;6,21;6,19;0,49;0,51;0,20;16,39;48,99;146.022.833,45;6,27;0,80;0,31;20.899.353.144,32
ENGI11;46,05;3,00;11,38;2,22;0,37;17,99;13,29;7,23;6,18;11,43;5,25;1,89;0,82;14,01;-0,52;1,10;19,55;3,22;7,85;0,16;0,84;0,45;10,79;35,54;83.849.256,76;20,71;4,05;0,05;16.712.115.191,10
ENGI3;15,11;1,83;18,67;3,65;0,60;17,99;13,29;7,23;10,15;11,43;5,25;1,89;1,35;22,99;-0,86;1,10;19,55;3,22;7,85;0,16;0,84;0,45;10,79;35,54;416.525,24;4,14;0,81;0,08;16.712.115.191,10
ENGI4;7,80;3,54;9,64;1,88;0,31;17,99;13,29;7,23;5,24;11,43;5,25;1,89;0,70;11,87;-0,44;1,10;19,55;3,22;7,85;0,16;0,84;0,45;10,79;35,54;527.705,03;4,14;0,81;0,04;16.712.115.191,10
ENJU3;10,88;;-79,35;29,19;19.458,13;35,24;-29,96;-32,64;-86,44;-83,23;3,20;-1,08;25,90;37,20;-100,51;2,85;-36,79;-24.520,85;-31,42;666,56;333,44;751,28;;;42.779.048,94;0,37;-0,14;;2.126.695.996,16
ENMA3B;50,49;0,61;12,60;2,57;1,06;33,06;21,05;17,17;10,28;;0,81;0,20;2,16;5,98;-1,87;1,70;20,37;8,41;11,86;0,41;0,59;0,49;8,84;14,09;;19,67;4,01;-0,87;
ENMA6B;83,99;1,58;20,96;4,27;1,76;33,06;21,05;17,17;17,10;;0,81;0,20;3,60;9,95;-3,11;1,70;20,37;8,41;11,86;0,41;0,59;0,49;8,84;14,09;;19,67;4,01;-1,45;
ENMT3;41,99;;13,56;3,31;0,97;22,44;18,28;13,30;9,87;12,68;2,82;0,94;1,80;8,14;-1,58;1,45;24,38;7,16;10,86;0,29;0,71;0,54;7,41;71,84;639.192,26;12,70;3,10;0,96;9.180.464.923,76
ENMT4;41,90;1,35;13,53;3,30;0,97;22,44;18,28;13,30;9,85;12,68;2,82;0,94;1,80;8,12;-1,58;1,45;24,38;7,16;10,86;0,29;0,71;0,54;7,41;71,84;517.231,67;12,70;3,10;0,96;9.180.464.923,76
EQPA3;3,58;7,82;11,64;2,18;0,63;31,72;19,58;12,00;7,13;8,70;1,56;0,48;1,40;2,60;-1,07;2,50;18,71;5,44;11,05;0,29;0,71;0,45;7,01;6,33;128.630,64;1,64;0,31;0,50;7.915.565.911,48
EQPA5;5,17;4,84;16,81;3,14;0,91;31,72;19,58;12,00;10,30;8,70;1,56;0,48;2,02;3,75;-1,54;2,50;18,71;5,44;11,05;0,29;0,71;0,45;7,01;6,33;15.424,71;1,64;0,31;0,72;7.915.565.911,48
EQPA6;10,48;2,67;34,07;6,37;1,85;31,72;19,58;12,00;20,87;8,70;1,56;0,48;4,09;7,60;-3,12;2,50;18,71;5,44;11,05;0,29;0,71;0,45;7,01;6,33;1.068,00;1,64;0,31;1,46;7.915.565.911,48
EQPA7;5,16;5,43;16,77;3,14;0,91;31,72;19,58;12,00;10,28;8,70;1,56;0,48;2,01;3,74;-1,54;2,50;18,71;5,44;11,05;0,29;0,71;0,45;7,01;6,33;20.682,45;1,64;0,31;0,72;7.915.565.911,48
EQTL3;22,26;1,44;7,79;2,31;0,53;34,57;27,08;15,96;4,59;6,68;2,09;1,05;1,24;3,83;-0,79;1,77;29,69;6,85;13,46;0,23;0,72;0,43;22,53;28,32;193.515.142,42;9,62;2,86;0,09;22.493.976.752,10
ESPA3;17,41;;-59,50;19,76;3,07;40,30;-1,57;-15,47;-587,96;-632,05;-44,09;1,48;9,20;52,07;-6,50;1,13;-33,21;-5,16;-4,02;0,16;0,84;0,33;;;55.808.696,48;0,88;-0,29;;4.252.141.204,06
ESTR3;17,80;;-0,61;-0,03;0,06;47,63;11,87;-22,10;1,14;6,03;4,51;;0,14;-0,03;-0,12;0,21;-4,82;-9,56;-2,96;-1,98;2,98;0,43;-11,86;;;-601,37;-29,00;0,02;19.190.229,00
ESTR4;26,71;;-0,92;-0,04;0,09;47,63;11,87;-22,10;1,71;6,03;4,51;;0,20;-0,05;-0,18;0,21;-4,82;-9,56;-2,96;-1,98;2,98;0,43;-11,86;;32.684,73;-601,37;-29,00;0,02;19.190.229,00
ETER3;19,26;;6,27;4,63;1,34;33,27;27,60;23,23;5,28;5,20;-0,08;-0,07;1,46;3,76;-3,84;2,20;73,83;21,30;54,62;0,29;0,71;0,92;-6,86;40,09;33.967.883,21;4,16;3,07;0,00;995.271.189,30
EUCA3;20,50;0,98;20,46;1,32;0,72;31,25;13,99;5,57;8,14;6,59;1,89;0,31;1,14;89,14;-1,05;1,03;6,44;3,50;7,77;0,54;0,46;0,63;6,48;19,12;46.181,91;15,57;1,00;0,64;1.095.471.979,96
EUCA4;7,41;2,98;7,40;0,48;0,26;31,25;13,99;5,57;2,94;6,59;1,89;0,31;0,41;32,22;-0,38;1,03;6,44;3,50;7,77;0,54;0,46;0,63;6,48;19,12;547.668,48;15,57;1,00;0,23;1.095.471.979,96
EVEN3;10,56;1,37;152,46;0,90;0,43;28,87;16,28;0,88;8,23;5,16;-3,07;-0,34;1,34;1,04;-1,62;2,30;0,59;0,28;8,15;0,48;0,52;0,32;-5,40;-18,59;18.450.599,94;11,70;0,07;-1,74;2.238.720.000,00
EZTC3;32,17;0,91;18,02;1,77;1,55;43,04;28,41;43,26;27,44;23,41;-4,03;-0,26;7,80;4,16;-2,84;5,50;9,80;8,59;5,96;0,88;0,12;0,20;2,84;-1,36;99.271.894,79;18,22;1,79;0,41;7.302.590.000,00
FBMC3;0,00;;0,00;0,00;0,00;-60,76;-92,67;-101,97;0,00;-0,74;-0,67;;0,00;0,00;0,00;0,31;-24,19;-36,57;25,82;-1,51;2,51;0,36;-18,14;;;-87,48;-21,16;0,00;904.253,84
FBMC4;1,96;;-0,09;-0,02;0,03;-60,76;-92,67;-101,97;-0,10;-0,74;-0,67;;0,09;-0,04;-0,05;0,31;-24,19;-36,57;25,82;-1,51;2,51;0,36;-18,14;;;-87,48;-21,16;0,00;904.253,84
FESA3;35,00;2,41;44,30;1,74;1,10;27,37;17,19;4,30;11,08;11,25;0,88;0,14;1,91;8,82;-1,51;1,83;3,94;2,48;12,04;0,63;0,37;0,58;11,62;-16,62;20.738,52;20,06;0,79;-0,65;2.891.008.000,00
FESA4;31,60;2,94;40,00;1,58;0,99;27,37;17,19;4,30;10,01;11,25;0,88;0,14;1,72;7,96;-1,37;1,83;3,94;2,48;12,04;0,63;0,37;0,58;11,62;-16,62;11.706.228,48;20,06;0,79;-0,58;2.891.008.000,00
FHER3;6,85;;0,56;-1,80;0,20;12,57;0,70;34,79;27,90;49,99;22,09;;0,20;2,00;-0,42;1,23;-319,27;35,52;-192,42;-0,11;1,11;1,02;-27,63;141,43;7.231.820,48;-3,81;12,16;0,00;368.922.395,40
FIGE3;0,00;;0,00;0,00;0,00;100,00;88,45;55,08;0,00;-14,58;-14,58;-0,34;0,00;0,00;0,00;595,64;1,47;1,47;1,47;1,00;0,00;0,03;;-24,90;;97,75;1,44;0,00;0,00
FIGE4;0,00;;0,00;0,00;0,00;100,00;88,45;55,08;0,00;-14,58;-14,58;-0,34;0,00;0,00;0,00;595,64;1,47;1,47;1,47;1,00;0,00;0,03;;-24,90;;97,75;1,44;0,00;0,00
FLEX3;0,00;;0,00;0,00;0,00;30,08;-0,38;-5,13;0,00;-71,90;-71,90;3,84;0,00;0,00;0,00;1,07;-72,08;-5,47;-6,40;0,08;0,92;1,07;24,52;;;10,74;-7,74;0,00;0,00
FLRY3;25,32;2,88;31,27;4,59;1,45;27,25;16,11;8,65;16,79;18,59;1,80;0,49;2,70;10,43;-2,21;1,69;14,68;4,65;10,81;0,32;0,68;0,54;9,42;19,07;51.376.848,00;5,52;0,81;-1,76;8.035.709.727,96
FNCN3;0,00;;0,00;0,00;0,00;95,09;-344,67;-344,50;0,00;0,00;;;0,00;0,00;0,00;26,37;-17,66;-16,85;;0,95;0,05;0,05;-22,05;;;12,62;-2,23;0,00;0,00
FRAS3;11,93;1,47;13,78;2,72;0,90;28,72;14,36;11,27;10,82;12,74;1,92;0,48;1,55;4,13;-1,80;1,77;19,73;6,52;8,91;0,33;0,67;0,58;13,81;28,25;3.211.068,09;4,39;0,87;0,03;2.595.566.471,99
FRIO3;67,00;;-1,81;21,50;0,16;17,45;5,03;-10,53;3,79;12,65;8,86;50,30;0,19;1,39;-0,51;1,20;-1.188,66;-8,85;5,42;0,01;0,99;0,84;7,27;;153.641,00;3,12;-37,05;0,00;275.152.518,00
FRTA3;5,05;;3,47;-0,16;0,29;39,16;-13,42;26,16;-6,76;-47,45;-40,69;;0,91;-0,13;-0,35;0,06;-4,49;8,48;59,38;-1,89;2,89;0,32;-29,82;;59.953,82;-32,42;1,46;0,05;10.105.585,30
FTRT3B;0,00;;0,00;0,00;0,00;;;;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;-0,95;-0,90;-2,42;0,95;0,05;0,00;;;;0,01;0,00;0,00;0,00
GBIO33;10,40;;-14,97;1,32;0,79;43,48;3,79;-10,14;40,09;47,57;7,48;0,25;1,52;7,57;-1,43;1,31;-8,83;-5,29;-0,10;0,60;0,40;0,52;12,83;-38,45;5.159.958,21;7,86;-0,69;0,06;1.108.871.982,40
GEPA3;36,26;7,19;14,17;1,93;0,80;42,25;38,02;16,39;6,11;6,13;0,01;0,00;2,32;-7,18;-1,12;0,72;13,64;5,61;16,92;0,41;0,59;0,34;2,48;-2,91;64.007,38;18,76;2,56;-0,47;3.430.446.393,78
GEPA4;36,36;7,17;14,21;1,94;0,80;42,25;38,02;16,39;6,12;6,13;0,01;0,00;2,33;-7,20;-1,12;0,72;13,64;5,61;16,92;0,41;0,59;0,34;2,48;-2,91;71.319,63;18,76;2,56;-0,47;3.430.446.393,78
GFSA3;5,12;;-20,12;0,99;0,41;20,50;0,41;-8,66;427,27;515,76;88,48;0,20;1,74;1,43;-1,28;1,73;-4,91;-2,04;-0,16;0,42;0,58;0,24;-9,34;;71.070.966,61;5,18;-0,25;-0,04;1.539.461.637,12
GGBR3;23,24;1,81;16,89;1,29;0,63;13,54;11,86;5,40;7,69;10,78;1,90;0,32;0,91;3,35;-1,01;2,04;7,61;3,75;8,41;0,49;0,51;0,69;0,11;;3.333.482,61;18,08;1,38;0,17;46.153.437.561,72
GGBR4;28,64;1,47;20,82;1,58;0,78;13,54;11,86;5,40;9,48;10,78;1,90;0,32;1,12;4,13;-1,24;2,04;7,61;3,75;8,41;0,49;0,51;0,69;0,11;;439.502.930,06;18,08;1,38;0,22;46.153.437.561,72
GMAT3;7,51;;26,44;6,67;2,88;24,95;7,51;5,96;20,97;22,27;1,30;0,41;1,58;6,90;-9,41;2,51;25,22;10,89;17,70;0,43;0,56;1,83;;;27.364.040,18;1,13;0,28;;16.592.189.053,29
GNDI3;84,95;0,20;70,36;7,30;3,17;29,14;12,94;6,90;37,50;37,45;-0,06;-0,01;4,85;22,31;-4,61;1,83;10,37;4,50;8,23;0,43;0,57;0,65;29,03;66,02;412.357.749,97;11,64;1,21;0,95;51.801.448.719,65
GOAU3;11,07;2,17;13,79;0,37;0,19;13,54;11,84;1,99;2,32;4,17;1,62;0,26;0,27;0,89;-0,30;2,16;2,68;1,35;8,13;0,50;0,50;0,68;0,11;;665.035,76;30,01;0,80;0,13;13.227.300.073,23
GOAU4;12,72;1,89;15,84;0,42;0,21;13,54;11,84;1,99;2,67;4,17;1,62;0,26;0,32;1,03;-0,35;2,16;2,68;1,35;8,13;0,50;0,50;0,68;0,11;;161.728.054,97;30,01;0,80;0,15;13.227.300.073,23
GOLL4;21,49;;-18,69;-4,90;5,26;26,49;-3,96;-40,78;-192,44;-217,23;-24,79;;7,62;-9,43;-7,05;0,31;-26,20;-28,15;12,66;-1,07;2,07;0,69;-8,21;;177.330.112,06;-4,39;-1,15;-0,01;67.429.322.720,83
GPAR3;64,00;;45,26;4,38;3,25;53,78;71,27;51,40;32,64;32,12;-0,52;-0,07;23,26;14,62;-4,72;3,53;9,68;7,19;8,24;0,74;0,26;0,14;32,73;;145.199,14;14,61;1,41;0,56;4.987.419.648,00
GPCP3;24,31;1,26;7,76;2,77;0,90;21,01;14,40;10,73;5,78;6,52;0,69;0,33;0,83;5,57;-1,54;1,63;35,71;11,58;27,32;0,32;0,62;1,08;16,77;;2.095.593,79;8,78;3,13;0,03;767.864.167,85
GPCP4;27,45;5,68;8,76;3,13;1,01;21,01;14,40;10,73;6,53;6,52;0,69;0,33;0,94;6,29;-1,74;1,63;35,71;11,58;27,32;0,32;0,62;1,08;16,77;;15.212,52;8,78;3,13;0,04;767.864.167,85
GPIV33;5,37;;-1,00;0,30;0,14;100,00;133,67;57,35;-0,43;0,41;0,83;-0,59;;0,53;-0,20;5,44;-30,44;-13,70;-40,29;0,45;0,25;-0,24;17,48;110,83;716.487,67;17,70;-5,39;0,00;400.954.314,96
GRND3;8,16;2,06;18,17;1,74;1,57;46,10;15,88;21,36;24,44;19,79;-4,66;-0,33;3,88;2,58;-5,00;9,12;9,58;8,67;6,18;0,90;0,10;0,41;-2,95;-5,56;11.849.129,03;4,69;0,45;-1,00;7.361.625.600,00
GSHP3;46,10;;-0,16;-0,15;0,05;66,62;20,78;-575,66;4,57;87,05;82,48;;0,95;2,31;-0,06;1,12;-92,07;-31,18;-3,71;-0,34;1,34;0,05;-11,13;;43.627,32;-303,62;-279,55;0,00;88.916.250,90
GUAR3;14,62;2,78;-268,77;1,45;0,53;50,61;-0,50;-0,43;-232,30;-254,81;-22,50;0,14;1,17;2,02;-1,42;1,71;-0,54;-0,20;-2,25;0,36;0,64;0,45;2,55;;13.895.788,70;10,07;-0,05;2,57;7.298.304.000,00
HAGA3;3,18;;7,82;-0,50;0,64;27,28;24,51;19,14;6,10;5,07;0,62;;1,50;1,79;-3,73;1,76;-6,34;8,16;-15,99;-1,29;2,29;0,43;-8,09;-12,85;26.461,84;-6,42;0,41;0,05;27.608.000,43
HAGA4;1,89;;4,65;-0,29;0,38;27,28;24,51;19,14;3,63;5,07;0,62;;0,89;1,06;-2,22;1,76;-6,34;8,16;-15,99;-1,29;2,29;0,43;-8,09;-12,85;67.439,79;-6,42;0,41;0,03;27.608.000,43
HAPV3;15,28;0,38;72,45;7,25;4,20;39,11;14,81;9,16;44,80;44,48;-0,32;-0,05;6,64;41,09;-5,67;1,65;10,00;5,79;9,28;0,58;0,42;0,63;28,32;20,33;178.254.420,09;2,11;0,21;-9,28;56.764.123.218,40
